"id","sexo","tramo_edad","quintil_ingreso","educ","ideologia","trade_crecimiento_desigualdad","trade_ambiente_empleo","trade_derechos_laborales","provision_pensiones","provision_salud","provision_educ_escolar","provision_educ_universitaria","provision_cuidado_ninos","provision_cuidado_mayores","zona","region","condicion_exp","emocion_pais","eval_pais_retro","eval_pais_prospectivo","problema_delincuencia","problema_migracion","problema_crecimiento","problema_desempleo","problema_salud","problema_corrupcion","problema_pobreza","problema_sueldos","problema_precios","problema_educacion","problema_pensiones","problema_vivienda","problema_genero","problema_ambiente","problema_transporte","problema_desigualdad","emergencia_economica","medida_imp_empresas","medida_tramites_amb","medida_gratuidad","medida_contrib_adulto","medida_imp_inversionistas","percep_benef_empresas","percep_necesarias","percep_prioriza_ricos","percep_bases_solidas","percep_confianza_plan","gob_distinto_campana","gob_favorece_ricos","gob_buen_camino","gob_capacidad","tiempo_confianza_gob","meta_prioritaria_kast","voto_2da_vuelta","eval_gobierno_kast","gob_vs_expectativa","intervencion_estado","trade_estado_grande","resp_estado_pensiones","resp_estado_empleo","resp_estado_educ_uni","resp_estado_salud","resp_estado_vivienda","resp_estado_transporte","resp_estado_internet","fichas_salud","fichas_educ","fichas_pensiones","fichas_seguridad","fichas_vivienda","fichas_fomento","fichas_redes","justo_pension_aporte","justo_educ_pago","justo_salud_pago","imp_prefiero_menos","imp_justo_ricos_mas","imp_mal_gasto_estado","imp_bajar_genera_empleo","chequeo_atencion","redistrib_reducir_diferencias","redistrib_ayuda_pobres","redistrib_nivel_vida_desemp","imp_aumentar_altos_ingresos","imp_herencia_ricos","educacion_nivel","actividad_principal","ingreso_hogar","llega_fin_mes","impacto_alza_precios","economia_hogar_retro","economia_hogar_prospectiva","autoubicacion_izq_der","edad_grupo_banda","educacion_nivel_r","ingreso_hogar_r","zona_r","autoubicacion_izq_der_r","ponderador","gse"
58,"Hombre","50-99","Q2","Técnica superior","Izquierda",1,1,1,1,1,1,1,1,1,1,13,2,12,5,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,1,1,1,1,5,1,5,1,1,4,5,1,1,6,5,2,2,2,5,5,1,1,1,1,1,1,1,2,2,2,1,1,1,1,3,1,1,1,5,1,1,2,7,7,6,7,7,7,1,4,2,3,2,1,1,3,11,13,13,13,0.10881314201303,"C2"
59,"Mujer","18-29","Q1","Técnica superior","Ninguno",3,3,4,2,1,1,2,2,2,5,9,2,6,3,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,5,3,3,5,3,1,2,5,3,5,5,5,3,2,2,4,2,3,3,3,3,1,1,1,1,1,1,2,2,2,2,2,1,1,0,2,2,1,1,5,3,5,2,7,7,7,7,7,6,1,1,1,3,2,1,12,1,11,12,19,12,0.28533283164049,"D"
60,"Mujer","30-49","Q3","Técnica superior","Izquierda",1,2,2,1,1,1,1,1,1,1,13,3,9,5,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,4,2,5,5,3,3,4,3,2,4,4,2,2,6,1,2,2,2,4,4,1,1,1,1,1,2,2,3,2,1,1,1,1,1,4,2,1,2,5,3,2,2,3,4,4,5,4,7,1,5,1,4,1,1,4,2,11,14,13,13,0.14904734769662,"C3"
61,"Hombre","50-99","Q4","Universitaria o más","Derecha",4,4,3,1,1,1,1,1,1,1,5,1,9,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,5,5,2,4,4,4,4,3,4,3,4,3,1,1,3,2,5,4,1,1,1,1,1,1,1,3,0,2,5,0,0,0,5,2,2,1,4,5,4,2,4,3,7,4,4,9,1,8,3,2,3,3,9,3,12,15,18,14,0.5021908042284,"ABC1"
62,"Hombre","30-49","Q2","Técnica superior","Ninguno",2,4,2,2,2,2,2,2,2,5,9,2,12,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,3,2,4,3,4,2,4,2,3,4,4,3,3,2,6,5,3,2,4,4,1,1,1,1,1,1,2,2,2,2,2,1,0,1,5,1,1,2,3,3,3,2,7,6,6,4,4,7,1,3,2,2,4,5,12,2,11,13,19,12,0.11419882033353,"C3"
63,"Mujer","30-49","Q3","Técnica superior","Derecha",1,1,1,1,2,2,2,2,2,1,13,3,12,3,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,2,2,4,3,3,2,3,4,4,4,3,3,3,3,2,1,1,2,4,3,1,1,1,1,1,1,1,2,1,1,2,2,1,1,3,3,3,2,3,3,3,2,2,4,3,2,3,7,6,5,3,3,4,4,7,2,11,14,13,14,0.14904734769662,"C3"
64,"Hombre","50-99","Q3","Técnica superior","Derecha",3,3,2,1,1,3,2,1,1,1,13,1,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,4,4,3,4,3,4,5,2,2,4,4,2,3,1,1,1,4,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,5,3,3,2,1,4,4,2,4,4,3,7,6,6,1,6,3,2,3,4,11,3,11,14,13,14,0.14667141999871,"C3"
65,"Hombre","18-29","Q4","Universitaria o más","Derecha",4,2,1,2,1,2,2,2,2,3,2,1,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,5,5,5,2,5,2,5,5,2,3,5,5,2,4,1,1,3,3,2,1,2,2,1,1,1,1,3,1,1,2,1,1,1,5,5,3,5,4,5,5,2,4,3,4,5,3,9,1,8,3,3,3,3,7,1,12,15,17,14,0.39604249411041,"ABC1"
66,"Mujer","50-99","Q5","Universitaria o más","Centro",3,4,2,2,2,1,2,1,1,2,4,1,12,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,4,4,3,4,3,4,3,4,2,5,3,1,1,6,2,3,2,2,3,4,1,1,2,1,1,1,1,2,2,1,2,1,1,1,5,2,2,4,3,5,3,2,4,4,6,4,4,9,1,10,3,3,2,3,6,3,12,16,17,6,2.72206986739,"ABC1"
67,"Hombre","30-49","Q3","Universitaria o más","Izquierda",1,3,2,3,3,3,1,3,3,1,13,2,12,5,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,1,2,3,3,2,5,1,5,2,1,5,4,1,1,6,1,2,2,2,4,3,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,3,3,2,3,4,2,2,6,3,5,5,4,10,1,6,3,4,3,2,3,2,12,14,13,13,0.0577782971487,"ABC1"
68,"Mujer","30-49","Q4","Técnica superior","Izquierda",1,1,1,1,1,1,1,1,1,1,7,2,14,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1,1,1,1,1,1,1,5,1,1,5,5,1,1,2,3,2,2,3,5,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,4,1,2,2,4,4,1,2,4,2,4,5,7,7,1,7,3,3,2,3,1,2,11,15,18,13,0.75806598332923,"C2"
69,"Mujer","30-49","Q4","Técnica superior","Ninguno",4,4,3,3,2,3,2,2,2,3,2,3,12,4,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,3,4,4,3,3,3,3,3,3,3,2,2,4,4,5,2,1,3,3,5,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,3,3,3,3,3,3,2,3,6,6,4,4,7,1,7,1,3,2,4,12,2,11,15,17,12,0.80524038488591,"C3"
70,"Hombre","50-99","Q3","Básica hasta media","Ninguno",3,3,3,2,2,2,2,2,2,1,5,1,3,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,3,4,4,4,3,4,3,3,3,4,3,5,4,5,3,3,5,4,1,1,1,1,1,1,1,2,1,1,2,1,2,1,4,3,3,3,3,4,3,2,4,4,4,4,4,5,1,5,2,2,3,3,12,3,13,14,18,12,3.99858391869713,"D"
71,"Mujer","30-49","Q5","Universitaria o más","Derecha",2,3,2,2,2,2,2,2,2,1,13,2,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,5,5,5,2,4,1,5,5,2,1,5,4,3,1,1,1,3,3,2,1,1,2,1,1,2,2,3,3,0,3,0,1,0,4,2,2,3,3,5,4,2,5,3,3,3,3,9,1,10,4,2,3,3,9,2,12,16,13,14,1.12699178939832,"ABC1"
72,"Hombre","18-29","Q2","Básica hasta media","Derecha",3,3,2,1,3,3,3,1,1,5,14,3,3,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,5,5,4,1,4,2,5,5,3,1,4,4,4,3,1,3,3,3,1,1,1,1,1,2,1,1,1,1,2,3,1,1,1,4,3,3,4,1,5,5,2,5,5,4,1,1,5,2,4,3,2,3,3,11,1,13,13,19,14,2.96865256442103,"C3"
73,"Hombre","30-49","Q2","Técnica superior","Derecha",2,3,2,2,2,3,2,2,2,5,8,1,2,3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,4,3,4,3,3,3,4,3,4,4,4,3,4,2,4,1,3,3,4,3,1,1,1,1,1,1,2,2,1,1,1,2,1,2,4,4,4,4,4,4,3,2,6,6,6,5,5,6,1,4,2,3,4,4,9,2,11,13,19,14,0.11419882033353,"C3"
74,"Mujer","30-49","Q4","Técnica superior","Izquierda",1,1,1,1,1,1,1,1,1,1,13,1,12,5,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,3,1,5,3,5,3,1,5,5,1,1,1,3,2,2,2,5,3,1,2,1,1,1,1,2,2,1,2,2,1,0,2,5,1,1,3,5,2,1,2,4,5,5,7,7,6,5,7,3,3,2,3,1,2,11,15,13,13,0.56972895610091,"C3"
75,"Mujer","30-49","Q2","Universitaria o más","Ninguno",3,3,2,2,1,1,2,1,2,5,9,1,6,4,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,2,4,2,5,3,5,3,3,3,4,3,2,6,2,2,2,3,3,4,1,2,1,1,1,1,2,2,1,2,2,1,1,1,5,1,1,3,4,4,3,2,4,5,4,5,5,9,1,4,2,2,2,4,12,2,12,13,19,12,0.13350641580052,"ABC1"
76,"Mujer","50-99","Q1","Básica hasta media","Derecha",4,3,2,2,1,2,2,3,1,1,7,1,12,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,3,5,4,4,3,4,3,4,4,4,3,3,3,6,4,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,1,0,1,4,2,2,3,4,4,3,2,5,7,3,6,5,5,6,2,2,3,3,3,11,3,13,12,18,14,3.82879714803245,"D"
77,"Mujer","30-49","Q4","Universitaria o más","Centro",3,3,2,1,2,2,2,1,1,3,2,1,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,4,4,4,4,2,5,2,4,4,3,2,5,4,2,3,1,3,3,4,4,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,4,2,5,5,5,5,3,9,1,8,3,3,3,4,6,2,12,15,17,6,0.54208332757144,"C2"
78,"Hombre","30-49","Q3","Universitaria o más","Centro",1,1,1,1,1,2,2,2,2,5,16,2,12,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,4,1,1,5,1,5,1,1,5,5,5,5,2,6,2,2,2,4,5,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,2,1,1,5,4,2,7,7,7,6,5,8,1,5,2,3,2,2,6,2,12,14,19,6,0.10362541096921,"C3"
79,"Mujer","30-49","Q2","Técnica superior","Ninguno",2,2,2,1,2,1,1,1,2,2,3,2,12,4,5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2,2,1,4,2,4,2,5,2,3,5,5,2,2,2,1,2,2,3,4,3,1,1,1,1,1,1,2,3,1,1,1,1,2,1,2,2,2,2,4,4,2,2,3,3,2,2,3,7,1,3,3,2,2,3,12,2,11,13,17,12,0.15628502314307,"D"
80,"Mujer","50-99","Q3","Técnica superior","Ninguno",1,1,1,1,1,1,1,1,1,1,13,3,14,5,5,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,5,1,5,1,5,1,1,5,5,1,1,1,5,2,2,3,5,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3,1,1,3,4,4,1,2,2,7,7,5,4,7,5,6,1,4,2,1,12,3,11,14,13,12,0.25470971690636,"C3"
81,"Hombre","30-49","Q4","Básica hasta media","Derecha",3,3,4,2,1,2,2,2,2,1,5,3,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,4,5,4,2,1,2,1,1,3,2,1,4,3,3,1,1,3,4,3,1,2,1,1,1,1,2,1,2,1,3,1,2,0,5,3,2,3,2,4,4,2,3,6,3,5,5,5,1,7,3,2,3,4,8,2,13,15,18,14,3.51863942979987,"C2"
82,"Mujer","30-49","Q3","Universitaria o más","Izquierda",2,1,2,1,1,1,1,1,1,1,5,3,14,5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,2,2,4,3,4,2,4,2,1,5,4,2,1,5,4,2,2,2,4,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,4,2,2,2,4,4,2,2,6,6,5,4,5,9,5,5,2,3,3,4,1,2,12,14,18,13,0.1335068259365,"C2"
83,"Mujer","18-29","Q1","Técnica superior","Derecha",4,3,3,3,2,3,1,1,1,1,13,1,10,3,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3,3,2,3,2,2,3,3,4,2,4,1,2,1,2,1,1,3,3,3,3,1,1,1,1,1,1,2,1,3,2,1,1,1,1,3,3,3,3,4,2,3,2,4,3,4,4,5,7,1,2,2,3,2,3,7,1,11,12,13,14,0.15909268758127,"C3"
84,"Mujer","18-29","Q1","Universitaria o más","Ninguno",3,2,2,1,1,1,1,1,1,1,7,1,6,4,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,1,4,3,3,2,5,2,2,3,5,2,3,2,5,2,2,3,4,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,4,3,2,3,4,4,3,2,5,5,5,4,4,8,6,2,2,3,3,2,12,1,12,12,18,12,0.14250478171484,"C3"
85,"Mujer","30-49","Q4","Universitaria o más","Izquierda",1,2,1,1,2,1,2,1,1,1,13,2,6,5,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,4,1,5,2,5,1,1,5,5,1,1,6,2,2,2,2,4,4,1,1,1,1,1,1,1,3,2,1,1,1,1,1,3,5,5,3,5,4,1,2,7,7,7,7,7,10,1,8,3,2,4,2,3,2,12,15,13,13,0.38353834970751,"ABC1"
86,"Hombre","30-49","Q1","Básica hasta media","Derecha",2,4,2,1,2,2,2,3,3,1,13,3,7,4,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,3,4,2,4,2,3,2,3,4,5,1,6,3,2,3,2,5,3,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,4,2,2,3,3,3,2,2,3,5,5,3,2,4,1,1,4,1,1,7,2,13,12,13,14,1.47943691484247,"E"
87,"Hombre","50-99","Q1","Básica hasta media","Izquierda",1,2,2,2,1,1,1,1,2,5,10,2,12,3,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,2,3,2,1,5,1,5,1,3,4,4,3,3,6,4,2,3,2,4,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,4,2,1,1,5,4,2,2,7,7,5,3,3,5,3,1,2,3,2,3,5,3,13,12,19,13,4.03583030741315,"D"
88,"Mujer","18-29","Q1","Técnica superior","Ninguno",3,3,4,2,1,1,2,2,2,5,9,2,6,3,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,5,3,3,5,3,1,2,5,3,5,5,5,3,2,2,4,2,3,3,3,3,1,1,1,1,1,1,2,2,2,2,2,1,1,0,2,2,1,1,5,3,5,2,7,7,7,7,7,6,1,1,1,3,2,1,12,1,11,12,19,12,0.28533283164049,"D"
89,"Mujer","30-49","Q5","Universitaria o más","Centro",4,4,4,3,3,3,2,3,3,3,15,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,1,1,1,3,1,1,2,1,2,2,2,1,1,1,2,2,1,2,4,4,4,4,3,3,3,2,4,5,5,6,2,9,1,9,3,2,4,4,6,2,12,16,17,6,1.59286146954698,"ABC1"
90,"Mujer","50-99","Q5","Universitaria o más","Izquierda",1,2,1,2,2,2,2,2,2,1,13,3,12,4,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,3,3,5,2,5,1,1,4,5,1,1,2,3,2,2,2,3,4,1,1,1,1,1,1,1,3,2,1,2,1,1,0,4,2,1,1,4,4,2,2,6,5,5,5,6,9,1,10,3,4,2,2,4,3,12,16,13,13,1.92593671789273,"ABC1"
91,"Mujer","50-99","Q5","Universitaria o más","Derecha",3,3,4,2,2,2,2,2,2,1,13,1,2,3,3,1,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,3,4,2,2,3,3,4,4,4,4,4,3,4,2,2,1,3,1,4,5,1,1,1,1,1,1,1,2,NA,2,2,2,1,0,5,5,5,2,5,3,NA,2,3,4,3,6,6,8,1,9,3,3,3,3,9,3,12,16,13,14,1.92593671789273,"C2"
92,"Mujer","50-99","Q3","Universitaria o más","Ninguno",1,2,2,2,2,2,1,1,2,5,8,2,8,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,1,1,1,1,5,1,5,1,1,5,5,1,1,5,1,3,2,2,4,2,1,2,1,1,1,1,1,2,2,2,2,0,2,0,3,1,1,3,4,3,1,2,4,5,4,7,7,9,4,5,2,3,2,2,12,3,12,14,19,12,0.30753003911116,"C2"
93,"Mujer","18-29","Q2","Técnica superior","Ninguno",1,1,4,2,2,2,2,1,1,1,13,3,6,5,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,5,1,5,1,5,5,1,5,5,1,1,6,6,2,2,3,5,1,1,1,1,1,1,1,1,2,2,2,2,0,0,2,5,3,4,3,5,5,3,2,7,7,1,7,7,7,1,3,2,4,1,1,12,1,11,13,13,12,0.14029295391866,"D"
94,"Mujer","30-49","Q2","Técnica superior","Ninguno",1,4,1,2,1,1,2,2,2,1,5,2,10,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,5,5,5,5,5,5,5,1,1,5,5,1,5,6,7,4,2,2,2,1,2,1,2,1,2,1,2,3,2,0,1,1,2,1,5,2,1,1,5,5,1,2,7,6,7,7,7,6,5,4,2,4,1,1,12,2,11,13,18,12,0.14712918275376,"C3"
95,"Hombre","50-99","Q3","Universitaria o más","Ninguno",2,3,1,1,1,1,1,1,1,1,13,3,12,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,5,3,4,3,4,3,2,5,4,2,4,2,1,3,2,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,4,1,1,2,3,4,2,2,4,4,7,4,4,9,1,6,2,3,2,2,12,3,12,14,13,12,0.09873838037047,"C2"
96,"Mujer","30-49","Q4","Universitaria o más","Centro",2,3,2,2,2,2,2,3,1,5,9,2,12,4,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,4,4,4,5,3,4,3,2,4,4,2,2,1,3,2,2,2,4,3,1,1,1,1,1,2,2,2,2,1,1,2,1,1,5,3,3,4,5,4,2,2,5,6,5,7,7,9,1,8,2,4,1,2,6,2,12,15,19,6,0.68787626275319,"C2"
97,"Mujer","18-29","Q4","Universitaria o más","Izquierda",1,1,1,1,2,1,3,1,1,1,13,1,6,5,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,1,1,5,1,5,1,5,1,1,5,5,5,1,6,3,2,2,3,4,4,1,1,1,1,1,1,1,2,1,1,2,1,1,2,5,1,1,3,5,5,1,2,7,5,4,7,7,9,1,7,2,3,2,1,3,1,12,15,13,13,0.48661394269003,"ABC1"
98,"Mujer","18-29","Q1","Básica hasta media","Ninguno",2,2,3,1,1,2,2,1,2,5,8,3,2,3,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,2,1,3,3,4,4,3,4,3,4,4,3,3,2,7,2,3,3,4,2,1,1,1,1,1,1,2,3,3,2,1,1,0,0,4,2,2,3,4,4,3,2,5,7,5,6,6,5,5,1,2,2,4,4,12,1,13,12,19,12,3.83159556158482,"D"
99,"Hombre","50-99","Q4","Técnica superior","Derecha",2,3,3,2,2,2,2,2,2,1,13,1,12,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4,3,5,4,3,4,3,4,4,3,2,3,4,5,4,5,3,2,5,4,1,1,1,1,1,2,2,1,1,3,3,2,0,0,3,4,4,3,4,5,3,2,6,7,7,4,3,6,3,7,2,4,3,3,9,3,11,15,13,14,0.56064704469477,"C3"
100,NA,"30-49","Q1","Básica hasta media","Ninguno",3,2,3,2,1,1,2,2,1,3,2,2,12,4,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,4,4,3,4,4,2,2,2,3,3,4,4,3,3,3,1,1,2,2,5,4,1,1,1,1,1,1,1,2,2,2,1,1,1,1,4,2,2,2,4,4,4,2,5,7,6,5,5,5,5,2,1,4,2,2,12,2,13,12,17,12,1.66769380327357,"C3"
101,"Hombre","50-99","Q3","Básica hasta media","Ninguno",3,3,3,1,1,1,1,1,1,1,13,2,14,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,5,4,3,4,3,4,4,3,3,3,4,2,4,1,1,1,5,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,4,3,3,3,4,5,3,2,7,4,5,7,7,5,1,5,3,3,3,3,12,3,13,14,13,12,3.005159302725,"D"
102,"Mujer","18-29","Q3","Universitaria o más","Derecha",3,4,3,1,1,3,3,1,1,5,8,2,8,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,3,5,5,3,3,3,5,3,3,3,3,4,4,4,4,3,1,1,1,3,4,1,1,1,1,1,1,1,2,2,1,2,1,1,1,4,4,4,5,5,5,5,2,4,4,4,4,4,9,2,5,3,2,4,4,11,1,12,14,19,14,0.22831899052712,"ABC1"
103,"Mujer","18-29","Q3","Técnica superior","Izquierda",4,3,2,1,1,1,1,3,1,1,6,2,7,3,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,2,1,2,1,2,1,2,1,2,2,2,3,1,3,6,2,2,3,5,5,1,1,1,1,1,2,2,1,1,1,2,3,1,1,4,2,1,1,5,4,2,2,1,3,3,4,4,6,5,6,2,3,2,4,1,1,11,14,18,13,0.2516162708885,"D"
104,"Mujer","30-49","Q2","Básica hasta media","Ninguno",3,3,3,2,2,2,2,2,2,1,5,1,14,3,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,3,2,1,5,1,5,3,3,3,1,3,3,3,3,7,3,5,3,3,5,3,1,1,1,1,1,1,1,3,1,1,3,2,0,0,3,3,3,2,5,5,2,4,7,7,7,7,7,5,5,4,2,4,1,1,12,2,13,13,18,12,1.97572610336407,"D"
105,"Mujer","30-49","Q1","Técnica superior","Ninguno",1,1,1,2,2,2,2,2,2,5,16,1,10,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,1,1,3,1,5,1,5,1,1,5,5,1,1,6,5,2,2,2,4,4,1,1,1,1,1,1,1,2,2,1,1,1,1,2,5,1,1,1,5,4,2,2,7,7,7,7,7,7,4,1,1,4,1,4,12,2,11,12,19,12,0.22489302867031,"D"
106,"Hombre","50-99","Q3","Básica hasta media","Ninguno",1,3,1,2,2,2,2,2,2,1,5,3,12,4,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,3,2,4,2,3,2,3,3,2,3,1,1,1,2,2,3,1,1,2,1,1,1,1,2,3,2,1,2,0,2,0,3,3,3,3,4,4,3,2,4,5,5,4,4,5,6,6,1,4,1,1,12,3,13,14,18,12,3.99858391869713,"C3"
107,"Mujer","30-49","Q2","Universitaria o más","Derecha",4,3,3,1,1,1,1,1,1,1,7,3,12,3,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,3,4,3,4,4,3,3,4,3,4,3,4,1,1,1,2,2,3,3,1,1,1,1,1,1,1,2,2,1,1,2,1,1,5,5,5,2,5,3,4,2,6,6,6,6,5,9,1,3,1,3,2,2,8,2,12,13,18,14,0.09904654369927,"C3"
108,"Mujer","30-49","Q5","Universitaria o más","Derecha",2,3,2,2,2,2,2,2,2,1,13,2,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,5,5,5,2,4,1,5,5,2,1,5,4,3,1,1,1,3,3,2,1,1,2,1,1,2,2,3,3,0,3,0,1,0,4,2,2,3,3,5,4,2,5,3,3,3,3,9,1,10,4,2,3,3,9,2,12,16,13,14,1.12699178939832,"ABC1"
109,"Hombre","30-49","Q2","Básica hasta media","Ninguno",3,4,2,3,2,1,3,1,1,1,5,1,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,2,3,3,4,4,4,4,3,3,5,5,3,3,2,1,3,3,3,1,1,1,1,1,1,2,2,2,2,2,1,1,0,3,1,2,4,5,3,1,2,4,7,7,4,4,5,4,4,2,4,3,3,12,2,13,13,18,12,1.73588443199174,"D"
110,"Mujer","50-99","Q2","Técnica superior","Centro",2,2,2,1,1,1,1,1,1,1,7,1,3,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,1,5,3,4,4,4,3,3,4,4,3,3,2,3,1,3,2,4,2,1,1,1,1,1,1,1,5,2,1,2,0,0,0,4,4,3,2,4,4,3,2,6,5,4,6,6,7,1,4,2,3,3,3,6,3,11,13,18,6,0.25143173003087,"C3"
111,"Hombre","30-49","Q2","Básica hasta media","Ninguno",2,2,2,2,2,2,2,2,2,1,6,2,11,5,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,1,1,4,2,3,4,3,5,2,1,5,5,2,1,1,1,3,2,2,4,4,1,1,1,1,1,1,1,2,1,1,2,3,1,0,4,1,1,2,4,4,3,2,5,4,5,5,5,5,4,3,2,3,1,3,12,2,13,13,18,12,1.73588443199174,"C3"
112,"Mujer","18-29","Q1","Básica hasta media","Derecha",4,3,4,1,1,1,1,1,3,5,16,1,8,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,3,3,5,3,4,3,4,4,4,4,3,4,4,3,2,1,1,2,2,2,1,1,1,1,2,1,1,4,0,0,6,0,0,0,3,4,3,2,4,4,4,2,6,7,7,7,6,5,4,11,2,3,4,3,7,1,13,12,19,14,3.83159556158482,"C3"
113,"Mujer","30-49","Q5","Universitaria o más","Centro",4,4,4,3,3,3,2,3,3,3,15,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,1,1,1,3,1,1,2,1,2,2,2,1,1,1,2,2,1,2,4,4,4,4,3,3,3,2,4,5,5,6,2,9,1,9,3,2,4,4,6,2,12,16,17,6,1.59286146954698,"ABC1"
114,"Mujer","18-29","Q4","Técnica superior","Izquierda",3,2,2,1,1,1,1,1,1,1,7,1,6,3,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,3,2,3,4,2,3,3,4,3,3,3,3,4,3,2,2,2,3,1,4,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,4,2,1,2,3,5,3,2,4,5,4,4,5,7,1,7,3,3,2,3,5,1,11,15,18,13,0.96179554729884,"C2"
